,question,correct_anwer,generated_answer,is_match,meta
56,Kur Kārlis Ulmanis ieguva izglītību lauksaimniecībā?,"Pēc piensaimniecības kursu beigšanas Tapiavā, Austrumprūsijā (1897. gadā), Kārlis Ulmanis studēja lauksaimniecību Cīrihes Politehniskajā institūtā (1902—1903) un Leipcigas lauksaimniecības institūtā (1903—1905), iegūstot agronoma izglītību.","Pēc piensaimniecības kursu beigšanas Tapiavā, Austrumprūsijā (1897. gadā), Kārlis Ulmanis studēja lauksaimniecību Berlīnes universitātē (1902—1903) un Gabrovas lauksaimniecības institūtā (1903—1905), iegūstot agronoma izglītību.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 59}"
57,Kādus amatus Kārlis Ulmanis ieņēma Latvijas parlamentārās demokrātijas laikā?,"Latvijas parlamentārās demokrātijas laikā Kārlis Ulmanis bija viens no ietekmīgākajiem politiķiem. Viņš bija Satversmes sapulces loceklis un Saeimas deputāts no Latviešu zemnieku savienības.  Atkārtoti ieņēma Ministru prezidenta amatu, kā arī pildīja ārlietu ministra, kara ministra, apgādības ministra un zemkopības ministra amatus.  Papildus minētajam, īslaicīgi bija arī Latvijas zemnieku bankas valdes priekšsēdētājs un direktors, kā arī Valsts zemes bankas padomes loceklis.","Latvijas parlamentārās demokrātijas laikā Kārlis Ulmanis bija maznozīmīgs politiķis. Viņš nekad netika ievēlēts par Satversmes sapulces locekli vai Saeimas deputātu. Vienu reizi neveiksmīgi ieņēma Izglītības ministra amatu, taču nepildīja ārlietu ministra, kara ministra, apgādības ministra vai zemkopības ministra amatus. Papildus minētajam, ilgstoši bija arī Latvijas krājbankas vadītājs un padomes loceklis.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 58}"
58,Kāpēc mūsdienu juristi Kārļa Ulmaņa darbību Valsts prezidenta amatā traktē dažādi?,"Mūsdienu juristi Kārļa Ulmaņa darbību Valsts prezidenta amatā traktē dažādi, jo vieni juridiski izceļ tobrīd valstī izsludināto ārkārtas stāvokli, kas leģitimizē viņa prezidenta statusu, savukārt citi uzsver apvērsuma antikonstitucionālo raksturu un definē Ulmaņa darbību kā prezidenta vietas izpildīšanu.","Mūsdienu juristi Kārļa Ulmaņa darbību Valsts prezidenta amatā traktē dažādi, jo vieni juridiski izceļ viņa apvērsuma konstitucionālo raksturu, kas leģitimizē viņa prezidentūras statusu, savukārt citi uzsver ārkārtas stāvokli, kas nedod nekādu likumisku pamatu.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 60}"
59,Ar ko Evika Siliņa nodarbojās pirms savas politiskās karjeras?,"Pirms aktīvas iesaistīšanās politikā, no 2003. līdz 2012. gadam, Evika Siliņa strādāja par zvērinātu advokāti, specializējoties starptautisko un iekšējo biznesa tiesību jomā. Viņas darbs ietvēra arī publisko elektronisko sakaru koncernu juridisko apkalpošanu, kā arī nevalstisko organizāciju dibināšanu un konsultēšanu. Kopš 2017. gada viņa publicē rakstus žurnālā ""Imperfekt"".","Pirms aktīvas iesaistīšanās politikā, no 2003. līdz 2012. gadam, Evika Siliņa strādāja banku sektorā kā analītiķe, specializējoties finanšu riska pārvaldībā un investīciju plānošanā. Viņas darbs ietvēra arī finanšu tehnoloģiju uzņēmumu konsultēšanu un start-up uzņēmumu analīzi. Kopš 2015. gada viņa publicē rakstus laikrakstā ""Dienas Bizness"".",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 57}"
60,"Kurā gadā Liepāja pirmo reizi tika minēta vēstures avotos, un ar kādu nosaukumu?","Liepāja vēstures avotos pirmo reizi minēta 1253. gadā kā Līvas ciems (vēlāk arī Lyva, Live).","Liepāja vēstures avotos pirmo reizi minēta 1353. gadā kā Lyvas ciems (vēlāk arī Līva, Live).",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 61}"
61,Kādi ir Liepājas oficiālie simboli?,"Liepājas oficiālie simboli ir ģerbonis, karogs un himna.","Liepājas oficiālie simboli ir zīmogs, himna un monēta.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 62}"
62,Kurus gadsimtus pārstāv Liepājas arhitektūra?,"Liepājas arhitektūrā pārstāvēti dažādi gadsimti, sākot no 17. gadsimta koka ēkām līdz mūsdienu celtnēm.","Liepājas arhitektūrā pārstāvēti dažādi gadsimti, sākot no 18. gadsimta koka ēkām līdz mūsdienu celtnēm.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 65}"
63,Kādi ir galvenie ūdens objekti Liepājas hidroloģiskajā sistēmā?,"Liepājas hidroloģisko sistēmu veido Liepājas un Tosmares ezeri, Vērnieku upe, Kalējupīte, Ālande, Tirdzniecības, Karostas, Cietokšņa un Pērkones kanāli, Beberliņu ūdenskrātuve un Baltijas jūra.","Liepājas hidroloģisko sistēmu veido Liepājas un Engures ezeri, Upe Vērnieku, Kalējupīte, Durbes, Daugavas, Līgatnes, Cietokšņa un Pērkones kanāli, Nalžupītes ūdenskrātuve un Rīgas jūra.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 64}"
64,"Kā sauc vecāko orķestri Baltijas valstīs, kas darbojas Liepājā?","Vecākais orķestris Baltijas valstīs, kas darbojas Liepājā, ir Liepājas simfoniskais orķestris.","Vecākais orķestris Baltijas valstīs, kas darbojas Liepājā, ir Rīgas filharmoniskais orķestris.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 63}"
65,Kāds ir Liepājas speciālās ekonomiskās zonas (SEZ) mērķis?,"Liepājas SEZ mērķis ir attīstīt uzņēmējdarbības vidi, ražošanu, kuģniecību un gaisa satiksmi, kā arī starptautisko tirdzniecību caur Latviju, piesaistīt investīcijas, radīt jaunas darbavietas un nodrošināt reģiona attīstību.","Liepājas SEZ mērķis ir attīstīt uzņēmējdarbības vidi, tikai fokusējoties uz tūrisma industrijas veicināšanu, nesniedzot atbalstu citām nozarēm.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 66}"
66,Kurā Latvijas reģionā atrodas Daugavpils?,"Daugavpils atrodas gan Latgalē, gan Sēlijā, Daugavas abos krastos.","Daugavpils atrodas Kurzemē, pie jūras piekrastes.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 67}"
67,"Cik deputātu ir Daugavpils domē, un uz cik ilgu laiku tie tiek ievēlēti?","Daugavpils domē ir 15 deputāti, kas tiek ievēlēti pašvaldību vēlēšanās uz četriem gadiem.","Daugavpils domē ir 12 deputāti, kas tiek ievēlēti pašvaldību vēlēšanās uz pieciem gadiem.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 69}"
68,Kādi vēsturiski nosaukumi ir bijuši Daugavpilij?,"Daugavpilij vēsturiski ir bijuši vairāki nosaukumi: Dinaburga (1275-1893), Borisogļebska (1656-1667) un Dvinska (1893-1920).","Daugavpilij vēsturiski ir bijuši vairāki nosaukumi: Dinaburga (1275-1893), Polotskas (1656-1667) un Dalamberga (1893-1920).",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 68}"
69,Kādas bija Rūdolfa Blaumaņa ģimenes valoda?,Blaumaņu ģimenes valoda bija vācu valoda. Latviešu valodu Rūdolfs Blaumanis apguva no apkārtējo kalpu bērniem.,Blaumaņu ģimenes valoda bija krievu valoda. Latviešu valodu Rūdolfs Blaumanis apguva no vietējiem skolotājiem.,False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 71}"
70,Kurā gadā Rūdolfs Blaumanis ierindojās trešajā vietā aptaujā par 100 visu laiku ievērojamākajām Latvijas personībām?,Rūdolfs Blaumanis ierindojās trešajā vietā aptaujā par 100 visu laiku ievērojamākajām Latvijas personībām 2004. gadā.,Rūdolfs Blaumanis ierindojās trešajā vietā aptaujā par 100 visu laiku ievērojamākajām Latvijas personībām 1994. gadā.,False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 70}"
71,Kādās politiskās aktivitātēs Evika Siliņa ir iesaistījusies pirms kļūšanas par Ministru prezidenti?,"Evika Siliņa ir bijusi aktīva politikā jau ilgāku laiku. Viņa kandidēja 11., 12. un 13. Saeimas vēlēšanās, bet netika ievēlēta.  Tomēr viņa ir ieņēmusi vairākus amatus, tostarp bijusi iekšlietu ministra ārštata padomniece juridiskajos jautājumos, iekšlietu ministra juridiskā padomniece un Iekšlietu ministrijas parlamentārā sekretāre.  2019. gadā viņa kļuva par Ministru prezidenta parlamentāro sekretāri.  14. Saeimas vēlēšanās viņa tika ievēlēta un kļuva par labklājības ministri.","Evika Siliņa ir bijusi aktīva politikā pavisam nesen. Viņa piedalījās tikai 12. un 13. Saeimas vēlēšanās, bet netika ievēlēta. Tomēr viņa ir ieņēmusi vairākus amatus, tostarp bijusi veselības ministra ārštata padomniece juridiskajos jautājumos, veselības ministra juridiskā padomniece un Izglītības ministrijas parlamentārā sekretāre. 2018. gadā viņa kļuva par vides ministra parlamentāro sekretāri. 14. Saeimas vēlēšanās viņa tika ievēlēta un kļuva par ekonomikas ministri.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 56}"
72,Kurā gadā Ojārs Vācietis uzsāka studijas Latvijas Valsts Universitātē?,"Ojārs Vācietis sāka studijas Latvijas Valsts Universitātes (LVU) Filoloģijas fakultātē 1952. gadā. Viņš studēja latviešu valodu un literatūru, absolvējot 1957. gadā.","Ojārs Vācietis sāka studijas Latvijas Valsts Universitātes (LVU) Filoloģijas fakultātē 1953. gadā. Viņš studēja latviešu valodu un literatūru, absolvējot 1957. gadā.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 73}"
73,"Kādus pseidonīmus Rūdolfs Blaumanis izmantoja, strādājot ""Pēterburgas Avīzēs""?","Strādājot ""Pēterburgas Avīzēs"", Rūdolfs Blaumanis publicēja savus darbus, izmantojot pseidonīmus Grāvracis un Matīss Ķezbers.","Strādājot ""Pēterburgas Avīzēs"", Rūdolfs Blaumanis publicēja savus darbus, izmantojot pseidonīmus Gustavs un Matīss Ķēzbers.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 72}"
74,Kāds bija Ojāra Vācieša pirmais dzejoļu krājums?,"Ojāra Vācieša pirmais dzejoļu krājums bija ""Tālu ceļu vējš"", kas tika izdots 1956. gadā. Pēc šī krājuma izdošanas viņš kļuva par vienu no populārākajiem latviešu dzejniekiem.","Ojāra Vācieša pirmais dzejoļu krājums bija ""Tālu ceļu vējš"", kas tika izdots 1965. gadā. Pēc šī krājuma izdošanas viņš palika mazpazīstams.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 74}"
75,Kurā skolā Rainis ieguva savu vidējo izglītību?,"Rainis vidējo izglītību ieguva Rīgas pilsētas ģimnāzijā, kas tagad pazīstama kā Rīgas 1. ģimnāzija. Viņš to absolvēja 1884. gadā.","Rainis vidējo izglītību ieguva Viļņas pilsētas ģimnāzijā, kas tagad pazīstama kā Rīgas 2. ģimnāzija. Viņš to absolvēja 1886. gadā.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 76}"
76,Kādu lomu Rainis spēlēja 1905. gada revolūcijā?,"Rainis aktīvi piedalījās 1905. gada revolūcijā. Šajā laikā viņš publicēja savu otro dzejoļu krājumu ""Vētras sēja"" un sarakstīja drāmu ""Uguns un nakts"".  Pēc tam, baidoties no represijām, viņš emigrēja uz Šveici.","Rainis nepiedalījās 1905. gada revolūcijā un šajā laikā nepublicēja nevienu darbu, paliekot Latvijā bez jebkādām sekām.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 77}"
77,Kādas divas hercogistes izveidojās Latvijas teritorijā 16. gadsimtā?,16. gadsimtā Latvijas teritorijā izveidojās divas autonomas hercogistes: Pārdaugavas Livonijas hercogiste un Kurzemes un Zemgales hercogiste.,16. gadsimtā Latvijas teritorijā izveidojās divas autonomas hercogistes: Daugavpils Livonijas hercogiste un Vidzemes hercogiste.,False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 79}"
78,Kur Ojārs Vācietis strādāja pēc studiju beigšanas?,"Pēc studiju beigšanas 1958. gadā Ojārs Vācietis strādāja dažādos laikrakstos un žurnālos, tostarp ""Literatūra un Māksla"", ""Liesma"", ""Bērnība"", un ""Draugs"". Viņš arī vienu gadu bija Rīgas Kinostudijas redaktors.","Pēc studiju beigšanas 1958. gadā Ojārs Vācietis strādāja dažādos laikrakstos un žurnālos, tostarp ""Zvaigzne"", ""Jaunatne"", ""Māksla"", un ""Draugs"". Viņš arī vienu gadu bija Rīgas Teātra redaktors.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 75}"
79,Ar ko nodarbojās kurši un citi Baltijas jūras austrumu piekrastes iedzīvotāji vēlā paleolītā?,"Viņi bija mednieki un zvejnieki, kas izgatavoja darbarīkus un ieročus no dzīvnieku kauliem, piemēram, bultu uzgaļus, harpūnas un nažus.","Viņi bija zemkopji un tirgotāji, kas izgatavoja darbarīkus un ieročus no koka, piemēram, vāles, šķēpus un sirpjus.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 80}"
80,Kurš krusta karagājējs tiek uzskatīts par pirmo zināmo katoļu misionāru mūsdienu Latvijas teritorijā?,Pirmais zināmais katoļu misionārs mūsdienu Latvijas teritorijā bija Meinards no Zēgebergas.,Pirmais zināmais katoļu misionārs mūsdienu Latvijas teritorijā bija Andrejs no Zēgebergas.,False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 81}"
81,Kā mainījās apbedīšanas tradīcijas līvu vidū skandināvu ietekmē?,Skandināvu ietekmē līvi pārgāja no mirušo sadedzināšanas uz skeletkapiem.,Skandināvu ietekmē līvi pārgāja no skeletkapiem uz mirušo sadedzināšanu.,False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 82}"
82,"Kādus ievērojamus darbus Rainis paveica, būdams izglītības ministra amatā?","Raiņa laikā kā izglītības ministram tika nodibināta Latviešu folkloras krātuve, kā arī Nacionālā opera. Ar viņa atbalstu notika Brīvdabas muzeja dibināšana un sākta Latviešu konversācijas vārdnīcas izdošana.  Tika arī rīkota beļģu mākslas izstāde Rīgā un latviešu mākslas izstāde Stokholmā.","Raiņa laikā kā izglītības ministram tika nodibināta Latviešu vēstures bāze, kā arī Nacionālā galerija. Ar viņa atbalstu notika Zooloģiskā dārza dibināšana un sākta Latviešu literatūras enciklopēdijas izdošana. Tika arī rīkota franču mākslas izstāde Rīgā un latviešu mākslas izstāde Helsinkos.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 78}"
83,Kādi bija galvenie jaunlatviešu kustības mērķi?,"Jaunlatvieši vēlējās veicināt latviešu lasīt un rakstītprasmi, kā arī vērsties pret latviešu sociāli ekonomisko apspiestību.","Jaunlatvieši vēlējās veicināt latviešu muzicēšanas prasmi, kā arī pastiprināt latviešu sociāli ekonomisko apspiestību.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 83}"
84,Kādi faktori ietekmēja Latvijas ekonomisko izaugsmi laika posmā no 1998. līdz 2007. gadam?,"Izaugsmi veicināja ekonomisko un strukturālo reformu turpināšana, un, sākot ar 2000. gadu, nozīmīgu lomu ieguva iestāšanās process Eiropas Savienībā.","Izaugsmi veicināja ekonomisko un strukturālo reformu apturēšana, un, sākot ar 2005. gadu, nozīmīgu lomu ieguva iestāšanās process NVS.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 84}"
85,Kāda ir saistība starp Daugavu un seno tirdzniecības ceļu?,"Daugava jau izsenis kalpoja kā nozīmīgs tirdzniecības ceļš, pa kuru varēja transportēt preces aptuveni 980 km garumā.  Tās augšteces pietekas savienoja Daugavu ar Dņepru un Volgu, paplašinot tirdzniecības iespējas. Tomēr upes krāces, seklums un garā ledus sega apgrūtināja kuģošanu.","Daugava nekad nav bijusi saistīta ar tirdzniecības ceļiem, jo tās straume un krāces pilnībā bloķēja jebkāda veida kuģošanu visā 980 km garumā.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 90}"
86,No kādiem vārdiem ir cēlies Daugavas nosaukums latviešu un lietuviešu valodā?,"Daugavas nosaukums latviešu un lietuviešu valodā, ""Daugava"" un ""Dauguva"", ir radies no senajiem baltu vārdiem ""daudz"" un ""ūdens"", kas norāda uz upes varenību un bagātību.","Daugavas nosaukums latviešu un lietuviešu valodā, ""Daugava"" un ""Dauguva"", ir radies no senajiem vārdiem ""maz"" un ""uguns"", kas norāda uz upes niecību un siltumu.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 88}"
87,Kā olu krāsošanas tradīcijas attīstījušās laika gaitā?,"Lai gan olu krāsošana ir populāra Lieldienu tradīcija, dainās nav daudz pierādījumu par tās senatni. Dainas biežāk piemin zelta, sudraba un baltas olas, kas liek domāt, ka olu krāsošana ir relatīvi jaunāka tradīcija. Mūsdienās, lai olas padarītu raibākas, tās vāra krāsainās lupatiņās, pievienojot putraimus, bērzu lapiņas, egļu skujas, sūnas, ziedus, zālītes vai aptinot olas ar krāsainu dziju. Katra ģimene šīs tradīcijas īsteno atšķirīgi.","Lai gan olu krāsošana ir populāra Lieldienu tradīcija, dainās ir daudz liecību par tās senatni. Dainas biežāk piemin vienkrāsainas olas, kas liek domāt, ka olu krāsošana ir ļoti sena tradīcija. Mūsdienās olas parasti dekorē ar vienkāršām sarkanajām un zilajām krāsām, un katra ģimene šīs tradīcijas īsteno vienādi.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 87}"
